id,label,degree,3d_x,3d_y,3d_z,2d_x,2d_y
1743,2.0,3,3.532759,17.255577,61.943111,-226.482956,-165.156143
120,0.0,4,-514.706787,-477.327423,-95.505424,-279.213959,644.54364
1817,9.0,4,103.122253,-16.705826,232.900162,-311.085632,-164.068802
496,9.0,4,118.591255,158.81102,98.823486,-161.161072,-306.707214
344,9.0,5,146.884888,-50.875763,65.600548,-347.21756,-206.662476
1479,7.0,5,-52.247482,219.003815,-309.565674,129.354919,-277.586975
363,9.0,6,165.129623,-18.68648,73.468315,-335.586029,-242.194733
583,8.0,3,-340.722534,236.262253,84.318855,234.971069,106.232544
1035,1.0,4,89.714401,676.27124,286.597473,293.152557,-723.035706
380,1.0,5,-45.933891,662.701294,210.61145,381.535858,-599.263916
456,2.0,4,-484.413452,239.725906,-147.001083,328.059387,61.064419
401,4.0,4,-126.428017,124.820938,-251.679321,43.407944,-155.483932
1974,2.0,4,-403.448792,83.981316,-296.279755,80.254021,27.714922
265,0.0,5,-507.208618,-431.366577,-58.070038,-239.862259,607.459839
1251,0.0,4,-464.84256,-514.769958,-200.699493,-367.221893,609.34613
787,4.0,4,28.31119,160.335861,-159.220154,-8.503522,-263.92099
169,5.0,3,-242.564758,103.332222,-175.631027,155.519501,-59.131908
1455,4.0,5,87.460075,-95.149513,79.689651,-354.583405,-142.120773
1875,1.0,3,-307.342163,653.046692,137.078888,555.030212,-366.687927
226,0.0,5,-404.062195,-348.341827,-251.899704,-269.694458,428.499176
1765,7.0,5,-21.65819,282.237,-230.715363,129.546158,-320.875458
1182,8.0,4,-353.213654,145.140594,126.988853,165.657288,189.711609
576,1.0,5,-393.058228,623.769653,-244.695648,655.580933,-176.314636
1088,9.0,4,192.872925,-55.854328,95.998695,-390.959167,-240.410782
1317,5.0,5,-209.499252,81.015709,84.518677,53.414219,50.168362
1361,3.0,4,-498.636292,141.63414,138.544556,292.88385,271.710236
1438,3.0,4,-269.398712,137.80336,203.179352,112.665886,150.430054
1757,8.0,3,-458.652924,-11.471105,268.78006,114.620399,396.450256
205,0.0,4,-500.487305,-471.356201,-230.957245,-322.200012,598.874634
931,8.0,5,-349.538239,227.487885,130.301056,228.647552,143.417725
236,7.0,7,-31.253635,233.14473,-320.278076,132.200882,-296.745575
892,6.0,3,-416.345093,-358.478516,162.952499,-330.271912,311.162903
1673,7.0,5,-17.268106,249.352692,-293.351868,118.481712,-317.52002
982,5.0,7,-276.189514,65.159729,-351.284729,120.878387,-43.614079
1169,2.0,4,-470.674988,203.302933,-261.176483,280.817841,30.365595
1589,4.0,5,113.82122,-15.608202,-348.506287,-122.688141,-218.419495
1272,1.0,3,-382.47406,202.232773,-452.327698,291.908478,-56.738438
1287,3.0,7,-541.175049,122.265404,259.18219,293.975403,390.708923
742,2.0,8,-461.307922,170.896393,-203.787994,222.056473,16.777191
673,5.0,6,-452.089813,3.668923,265.44162,127.217361,366.482971
636,1.0,6,-216.658173,665.453491,-19.506725,505.722839,-392.475189
778,2.0,3,89.730301,698.706299,296.020996,309.693634,-739.621948
945,2.0,3,-352.518585,302.950989,-173.881348,288.187683,-96.211258
1284,0.0,4,-494.162628,-386.303986,-34.973003,-209.388947,570.745972
1569,5.0,4,-195.370163,-34.003948,-286.164948,-37.01379,-20.971823
958,9.0,7,183.929993,-95.076523,91.394974,-415.572327,-214.940216
1756,8.0,3,-284.061676,125.754623,-281.80722,150.669373,-24.34132
755,5.0,6,-301.916718,33.189198,-242.887817,130.854233,-3.321436
964,6.0,3,-460.21051,-413.598328,247.023529,-369.219421,374.563141
725,4.0,4,65.75016,15.065137,-321.443939,-84.001907,-204.421066
1738,9.0,7,107.137215,-74.660072,80.250641,-348.60611,-165.115784
346,8.0,3,-336.180298,151.103119,14.323208,215.167725,112.05336
1943,2.0,4,-278.766785,-134.307068,-387.715393,-137.36496,104.25161
1406,1.0,6,-184.078125,661.898376,64.414528,484.08429,-454.706177
709,7.0,7,90.421776,300.634277,-30.722469,-33.668751,-409.532745
240,1.0,4,-280.159912,642.550415,118.216064,532.767761,-382.289581
1288,3.0,6,-536.624451,116.682121,237.411697,292.64798,372.549805
279,8.0,4,-438.036316,187.239288,-15.405768,276.311188,128.247314
1527,7.0,6,1.151611,203.336472,-225.645782,51.716877,-296.047455
928,2.0,3,-431.291168,238.703903,-324.691925,313.349091,-35.133644
1401,5.0,3,-292.769562,45.681808,156.36058,77.42971,168.028168
175,6.0,3,-404.492249,-382.915161,206.000626,-334.104645,378.250946
1751,8.0,3,-295.345398,66.735939,37.322594,114.444603,112.732407
336,1.0,6,-369.598999,753.665222,-96.119987,715.595581,-302.115906
1884,8.0,3,143.21489,99.033234,11.654284,-197.707947,-284.839447
554,1.0,4,-373.5849,698.195496,-193.565338,684.25415,-233.360992
936,4.0,3,28.967009,190.121826,-264.288025,58.516617,-294.422699
995,7.0,5,94.656769,286.698242,46.173164,-73.658844,-386.938721
1233,7.0,5,-86.035423,184.931076,-259.155518,83.652771,-221.750809
1897,7.0,3,92.448395,-47.456059,192.795563,-341.296844,-162.429428
28,5.0,4,-297.046387,127.753586,-144.210587,186.027145,-9.098778
655,6.0,6,-288.060059,-494.650757,213.688629,-512.756714,332.722351
1984,2.0,3,-118.445496,207.857254,-146.857697,71.651398,-200.243942
280,2.0,4,-475.906067,215.810165,-152.481216,305.285278,66.313332
1579,0.0,3,-428.06955,-383.853607,-299.460114,-292.778076,467.309479
447,8.0,3,-421.771301,216.548813,136.201309,260.849579,195.379364
529,2.0,3,-217.082153,193.513168,-63.708462,122.304955,-60.130657
855,2.0,7,-437.110779,207.131012,-246.117752,250.055573,-9.719804
609,8.0,5,-354.510834,139.445786,-0.651459,216.160278,123.558182
48,0.0,10,-446.950592,-281.793671,-18.381517,-162.603455,440.979401
353,6.0,3,-214.284363,-555.342285,265.332367,-621.456177,298.713562
756,4.0,5,134.956512,-185.176422,44.170483,-456.333374,-120.535301
1986,4.0,3,-124.098244,-194.86615,-165.866226,-283.455078,76.429649
483,7.0,6,-50.35334,236.054291,-297.885101,136.452133,-276.651031
1160,9.0,3,194.867737,120.690201,-44.340233,-191.709503,-356.018646
386,7.0,4,-18.645069,280.622681,-183.29538,68.790047,-324.072418
238,6.0,4,-436.827057,-298.629639,121.702454,-263.44281,286.406067
1821,0.0,5,-513.090576,-465.621552,-110.926117,-275.299622,630.027283
1724,0.0,3,-518.949463,-448.663239,-90.761772,-254.062759,628.943726
1531,0.0,5,-477.170868,-464.531128,-264.269196,-332.409424,568.738037
134,0.0,3,-497.348236,-548.711243,-194.829025,-379.262939,647.386292
1547,7.0,8,135.208008,310.999786,24.325424,-81.262711,-441.870087
1836,2.0,3,-242.934402,114.811028,-277.17688,35.769749,-76.992821
877,8.0,3,-405.059357,121.842316,14.689649,241.162308,166.748795
1516,2.0,6,-451.681915,261.345398,-108.489357,323.794739,43.884075
923,8.0,3,-433.232635,120.829361,282.062897,186.923004,319.219727
161,5.0,3,-399.042236,54.491474,312.585907,122.558113,328.25528
615,5.0,4,-326.000061,30.220419,322.955536,70.928497,271.659607
844,7.0,6,-87.172623,234.062363,-155.861557,77.097496,-238.458633
1409,0.0,4,-453.363068,-386.978241,-59.868202,-240.674133,532.785828
1609,7.0,4,70.44532,176.675766,91.538582,-135.611725,-284.734528
1256,9.0,6,188.235443,-29.920206,166.575943,-387.79126,-259.933929
704,6.0,7,-430.454132,-425.444183,175.347687,-368.628815,394.49707
392,7.0,5,53.592827,-3.356241,230.538071,-264.900116,-124.978546
222,3.0,3,-434.285187,154.970993,307.866852,232.663788,325.23996
121,0.0,4,-517.981201,-471.899109,-105.506287,-276.428223,640.324158
1235,7.0,3,81.871429,279.384644,-4.327474,-39.586052,-367.999847
1112,4.0,6,81.563416,-8.912498,-317.448608,-117.036392,-196.655228
250,3.0,4,-459.637115,125.144241,364.291199,215.516754,397.631775
281,1.0,5,-283.19754,284.898651,-347.774658,286.590637,-139.647583
1705,8.0,3,-338.838226,75.125618,-276.585815,146.063644,57.44854
57,4.0,3,163.41217,-59.086819,-23.537081,-321.631195,-214.421402
890,8.0,7,-326.389679,225.163147,-37.505421,254.767838,17.614122
1892,9.0,3,-11.212644,42.35257,-196.044037,-93.286583,-193.352859
489,6.0,4,-343.622955,-428.832336,167.063522,-402.064362,364.137543
1552,6.0,6,-299.416412,-521.204529,213.699631,-526.219666,363.354797
1915,6.0,3,-313.789825,-519.053406,250.776855,-529.840942,360.158691
773,3.0,4,-464.365112,70.66938,274.378662,187.490509,347.53067
1887,5.0,3,-379.775421,29.086153,233.062897,123.691162,274.295044
954,3.0,3,-7.528536,181.108582,-2.245634,-64.013855,-245.548874
1782,2.0,4,-375.76474,66.429367,-229.295898,45.997002,35.639664
714,1.0,7,-301.298859,351.286652,-359.649506,381.684998,-148.500793
124,1.0,4,-283.029297,652.011169,-112.051399,566.715393,-326.889618
1520,7.0,4,92.739403,326.001068,-96.417534,2.767928,-431.054321
297,3.0,4,-461.989899,103.904228,257.422943,216.691162,332.235535
1412,1.0,4,-320.132629,362.816986,-423.854065,413.979279,-153.70932
1812,6.0,4,-298.451141,-469.499603,206.441437,-485.354309,322.55072
793,1.0,5,-298.368042,596.486938,-84.873665,528.205444,-285.036713
1969,6.0,3,-235.897278,-570.300659,269.075531,-625.45813,324.318878
1108,1.0,5,76.907951,683.734497,275.203308,307.434509,-711.665039
269,2.0,6,-347.756989,-44.834824,-396.564819,-40.593418,81.103767
427,2.0,6,-296.471039,85.324547,-266.454041,32.929504,-37.967297
1459,0.0,3,-470.591553,-319.824951,15.048111,-166.927628,511.797882
85,2.0,4,-391.913269,-38.48428,-320.963989,-29.461664,108.111839
1749,6.0,3,-349.352631,-504.614075,194.663376,-483.095551,395.642914
406,1.0,4,-314.974152,341.412903,-419.450592,399.09079,-150.502213
899,5.0,3,-212.582428,95.723557,-294.854919,130.122833,-106.337364
394,9.0,5,145.063568,173.769943,47.326527,-148.74411,-337.046692
342,0.0,4,-400.139099,-381.210693,-270.12265,-289.08905,433.56427
155,3.0,3,-536.298584,103.444099,255.442932,277.679443,384.685944
631,1.0,4,-17.455496,707.250671,249.489548,396.025269,-659.384338
1048,0.0,3,-513.675476,-512.450317,-148.570023,-324.335541,651.781738
572,8.0,3,26.026926,-3.098732,152.973572,-233.394028,-104.275848
508,9.0,6,137.340057,-67.490028,96.717461,-367.571838,-190.819305
1778,4.0,3,139.775269,4.870209,-218.297272,-171.531982,-247.049652
289,8.0,3,-417.983978,-87.93087,145.838196,17.659761,369.300079
596,7.0,5,-192.835632,148.574951,-261.464569,98.103088,-115.251457
1549,1.0,5,-320.67691,485.766754,-328.641144,505.319,-169.980225
1865,4.0,3,127.571304,-35.113586,-120.215988,-234.948318,-204.401474
1780,1.0,3,-111.048958,613.203613,153.687515,387.973999,-503.214203
1633,4.0,3,110.988777,45.805119,10.78954,-229.945496,-243.504089
613,1.0,6,-239.906052,366.985748,-192.294693,324.492493,-186.281601
1823,9.0,4,78.815758,-144.402084,0.009114,-377.783417,-112.213676
321,7.0,5,68.921936,267.831635,11.726053,-59.446148,-365.148529
1309,5.0,4,-493.634949,141.405273,119.011398,305.376892,247.944489
246,9.0,6,29.375217,205.971298,-341.222076,107.749084,-320.197021
1203,5.0,4,-429.386841,-79.621948,253.961365,39.138161,393.925323
1808,9.0,4,209.542984,-2.107046,158.035675,-377.513672,-293.721405
34,0.0,3,-514.645203,-502.226471,-178.314774,-326.173401,639.604065
569,4.0,5,118.46862,2.725991,-341.399811,-111.450172,-232.458054
1529,9.0,5,151.672684,116.832199,-215.43782,-90.527596,-332.292633
132,3.0,4,-381.259674,87.864632,247.318039,144.493225,258.890503
1171,6.0,4,-466.94339,-371.404694,175.710815,-304.981598,380.740784
70,5.0,3,-284.241547,35.534637,-270.561127,110.058739,-13.120826
140,8.0,4,-260.660583,209.361053,102.947433,161.413498,67.098228
340,7.0,5,127.240242,109.325058,136.671295,-239.432678,-299.935059
1617,9.0,3,201.705551,60.928196,-16.739878,-253.284164,-320.854034
884,1.0,3,-290.391296,447.929474,-481.406372,495.366364,-221.416519
646,1.0,3,-144.233551,615.018555,63.478268,418.769989,-444.321716
1721,9.0,3,0.373513,175.057434,-332.831329,96.26973,-282.189911
1302,3.0,3,-444.381744,135.540039,315.156158,221.891876,351.660004
1217,8.0,3,-326.234467,127.75853,-42.052399,200.954834,83.134056
992,0.0,5,-460.996277,-517.86084,-209.318176,-373.86026,604.935425
187,3.0,3,-188.269135,655.598694,1.66918,477.867249,-413.686249
160,4.0,3,120.538322,-25.440495,-7.379205,-282.135498,-202.766663
1661,3.0,4,-526.470947,86.502068,258.287872,256.849243,385.59845
700,5.0,3,-434.700928,42.426445,157.660416,170.389816,269.394989
173,3.0,4,-371.703186,162.535721,192.990402,204.171936,212.528503
1190,8.0,3,121.507797,25.27326,-323.624786,-100.000366,-248.071289
763,5.0,7,-431.308441,-1.151942,295.592896,107.765152,366.366791
1065,6.0,4,-238.776917,-599.701111,277.505829,-651.386841,340.150116
1198,7.0,12,58.822243,310.823303,-216.883713,64.280373,-411.776123
467,1.0,5,-308.40686,456.834198,-524.404602,533.613281,-219.057663
771,9.0,7,132.335876,-66.984116,73.260933,-357.263367,-188.634781
50,6.0,3,-421.273468,-402.472656,89.531372,-330.596985,416.803802
1827,9.0,3,121.096519,201.141617,-63.78558,-86.609787,-357.928497
374,2.0,5,-317.069153,186.064178,-182.2892,137.110199,-59.486076
1270,4.0,3,112.572723,127.742706,35.77879,-175.543533,-287.09021
309,4.0,4,109.601173,-34.403233,-341.083649,-137.808411,-203.562134
1914,4.0,4,172.938507,-65.975372,-28.72146,-337.120178,-226.141693
1375,9.0,5,195.824539,78.876122,-17.903799,-235.971542,-329.393127
1345,1.0,4,-315.651581,432.105621,-303.019684,447.921204,-144.319061
1247,3.0,3,-560.466003,142.073929,199.929611,338.455627,357.114197
1752,9.0,7,181.341492,-113.47686,126.272156,-441.700806,-205.911118
1399,8.0,5,-323.983063,59.135468,-380.302826,111.706085,32.776817
1439,4.0,5,1.178359,18.157461,19.35453,-175.843552,-128.967285
1998,3.0,3,-91.98716,121.841599,202.640564,-55.899765,-51.296467
1930,6.0,4,-439.588501,-181.31221,219.392609,-92.138351,352.31192
1330,7.0,5,28.1689,259.112701,-324.612366,96.841446,-358.721802
1461,3.0,4,-417.053009,153.581482,147.035217,231.075531,219.62619
1597,0.0,4,-493.531342,-479.268921,-263.615845,-337.655579,592.632385
318,3.0,3,-549.604004,166.010391,177.07518,357.201233,329.304565
252,2.0,4,-393.102478,-52.467308,-384.024994,-39.202465,109.361168
1583,4.0,4,163.019272,-196.726151,60.728329,-485.89325,-135.862259
940,3.0,6,-470.902008,88.382576,370.109131,191.290359,417.878601
1211,2.0,5,-441.608704,244.610443,-173.922791,285.038483,-27.724855
1456,4.0,4,-45.264275,-211.113159,126.458244,-382.18634,12.521317
1598,9.0,4,64.961372,187.319489,-297.886597,52.873295,-318.700226
961,8.0,4,-418.255585,102.579956,175.206787,201.569153,258.076965
384,9.0,3,160.616669,157.192657,-194.632965,-71.548691,-363.062805
1012,8.0,12,-323.847717,146.815277,20.218176,197.957657,107.672226
361,5.0,4,-225.461365,-31.794817,-296.12973,-11.452558,-3.057389
1155,1.0,4,-260.466125,402.420929,-330.110901,398.032745,-200.75386
1340,4.0,10,20.406649,56.265068,54.708893,-175.37619,-169.181824
495,2.0,3,-435.672974,-223.259918,-275.289185,-149.307556,332.482361
1994,5.0,4,-321.001343,55.787579,121.746872,118.278557,174.361374
1816,7.0,4,-27.282724,343.126923,-124.986351,140.360062,-348.921051
1577,8.0,5,-411.942596,131.343491,-17.238873,252.404984,153.089005
359,6.0,4,-343.895477,-538.727234,171.25032,-512.83606,419.254974
1690,4.0,3,47.586147,-49.5597,34.620338,-268.117493,-136.063217
18,5.0,3,-310.710938,71.318649,-220.88089,179.470581,-13.85544
414,7.0,5,182.299179,259.94101,79.973145,-170.726089,-453.666626
523,4.0,6,161.427612,-91.145866,-2.136513,-364.249664,-202.078674
1468,2.0,3,-369.203125,227.84198,-189.996429,228.241379,-36.300781
53,7.0,4,61.491547,277.705109,-34.382286,-9.260499,-366.272705
1482,6.0,5,-478.131927,-277.081421,112.474159,-204.555313,331.271454
1662,6.0,4,-351.809418,-408.708191,192.062332,-394.305115,324.460083
1741,7.0,5,18.201048,257.663361,-325.575958,110.75428,-351.066254
872,1.0,3,-385.266113,740.191956,-176.649612,731.35907,-256.885498
582,9.0,5,129.73645,-123.855362,101.641502,-413.897339,-158.182343
1106,6.0,3,-426.686401,-311.833496,82.219719,-191.356918,445.242279
719,8.0,3,-125.533844,208.128555,8.740086,73.744209,-102.87574
1405,1.0,8,-191.877274,317.213989,-190.603439,255.944504,-181.999069
1395,6.0,5,-221.40303,-494.25705,232.973282,-555.749207,276.482666
499,4.0,3,160.561646,-67.85849,2.348184,-346.347382,-214.067184
197,9.0,4,67.73954,-172.141342,37.677929,-411.392181,-87.121704
133,3.0,5,-430.434387,62.011154,294.218781,152.907593,330.68689
1469,4.0,5,-58.564674,175.319382,-66.118843,12.66184,-203.869781
185,7.0,6,-125.725021,244.615082,-58.539978,109.086311,-190.869125
141,8.0,5,-302.992767,187.279022,151.367188,173.914871,141.217987
367,1.0,4,-289.146515,530.629578,-223.635193,500.7229,-203.633636
1326,9.0,5,88.771667,-164.837219,46.361729,-416.526276,-105.798973
1286,3.0,3,-284.681702,159.541733,181.662735,126.043297,115.688347
1061,8.0,4,-445.833527,140.244385,237.522308,213.177872,295.285126
420,7.0,4,143.931015,84.667244,178.441284,-291.434021,-305.294617
1731,8.0,3,-254.382477,108.392395,-316.14798,47.532242,-74.914597
1814,5.0,3,-225.740433,101.510132,-166.220139,138.517639,-69.937859
1473,4.0,4,149.150681,-36.043171,95.713615,-355.364929,-220.002441
823,6.0,7,-282.627075,-575.961975,230.60141,-592.706238,372.366699
364,7.0,4,156.611435,7.402465,61.732403,-300.548431,-251.531326
629,6.0,4,-451.056,-352.496613,165.874832,-306.881866,332.181549
1993,1.0,3,-313.160858,438.49884,-388.429169,472.315216,-177.540268
306,0.0,5,-445.094604,-327.287842,-70.767487,-212.966843,460.254913
30,5.0,4,-475.270294,137.699677,91.290436,287.970581,214.055008
1046,3.0,3,-454.466736,140.71405,319.607849,233.067184,359.631409
338,5.0,7,-348.581726,-45.974571,281.481415,18.342075,298.045563
1489,0.0,8,-467.971802,-387.782013,-144.404083,-262.38443,518.973511
1166,1.0,7,-62.385777,652.95874,178.615067,390.281097,-564.588135
1932,1.0,3,-309.696045,541.705872,182.614868,452.340668,-284.356384
1946,8.0,3,-278.654694,164.983337,-54.94965,194.301102,27.659599
820,1.0,4,-262.265442,406.110199,-389.713043,417.057281,-211.376709
1099,1.0,6,-120.64389,598.46759,59.76767,389.779602,-446.267426
567,9.0,4,153.059341,120.731018,-187.084442,-114.261223,-338.314362
749,8.0,3,-316.905548,54.195683,-384.305389,105.789864,32.097095
1665,1.0,4,-320.782623,305.24353,-411.424774,366.647949,-136.123779
868,9.0,5,201.37381,8.943995,165.326096,-366.384491,-295.465607
214,1.0,3,-115.004868,652.881775,90.742172,431.396149,-497.184937
105,7.0,7,103.416191,14.06194,169.868164,-299.623413,-214.208557
1354,9.0,3,202.016418,2.336751,156.434784,-366.706421,-287.705078
669,2.0,6,-460.652374,259.642273,-114.684906,330.289673,46.670635
560,4.0,5,35.761566,42.751259,-297.878571,-48.737633,-202.795502
452,1.0,7,-299.226074,493.951935,-149.238449,442.406494,-222.759964
65,7.0,7,-93.339737,293.578735,-235.856171,178.717072,-270.240021
1076,8.0,3,-271.325195,216.77243,144.970001,168.079071,93.493225
737,2.0,3,-396.570221,-69.617691,-267.689087,-38.26342,165.525314
1369,9.0,4,19.474489,81.847534,-203.206696,-40.796196,-210.057938
301,9.0,5,8.247404,140.747345,-78.065651,-17.095606,-199.353149
1745,9.0,3,210.360016,-13.436524,167.405258,-392.009674,-290.607635
469,9.0,5,99.622299,207.316895,-270.194702,38.283768,-348.974365
254,8.0,5,-365.171814,129.636414,16.94095,208.08345,128.877518
1202,7.0,4,48.033401,294.843109,-232.771027,82.668854,-395.839569
1058,4.0,9,105.829361,135.213913,13.164491,-159.917206,-290.205658
86,2.0,7,-387.019379,-48.786346,-374.500153,-38.789696,103.718987
676,8.0,3,-327.464203,194.108063,190.630219,191.472961,132.088577
1446,6.0,6,-379.96936,-103.333549,135.328751,-39.196869,247.035812
322,7.0,3,105.209801,299.967346,6.222321,-61.763126,-417.11731
752,4.0,3,-141.548691,-21.778765,-69.271675,-79.226837,-22.168539
115,7.0,6,-103.584587,218.554855,-274.564301,122.89962,-226.404556
1115,7.0,3,134.890213,209.638412,47.769154,-151.23082,-384.114319
998,0.0,3,-441.339355,-375.686554,-251.521988,-277.43219,478.744873
603,0.0,9,-437.793457,-361.103241,-255.564011,-263.754181,459.725708
1826,8.0,5,-223.83905,109.019806,-32.860527,105.215652,23.019367
1423,3.0,7,-495.183868,160.782684,186.335663,310.249695,303.864471
413,7.0,4,-3.633128,229.075806,-303.173828,98.829132,-308.213867
805,8.0,4,-341.112518,-54.525089,41.962147,-0.602683,251.483017
1792,6.0,4,-331.308319,-266.224121,187.710068,-233.632263,290.495697
1726,7.0,4,98.462563,68.339539,140.596375,-270.514862,-267.581757
162,3.0,7,-428.088928,88.565445,321.367798,162.345459,344.218781
1908,7.0,3,168.50975,114.29245,-34.354462,-183.291229,-329.804047
1315,1.0,3,-429.709351,219.558945,-155.954895,325.549042,28.603857
653,8.0,6,-89.333618,149.520462,34.597637,2.608171,-99.839134
753,4.0,9,-33.221146,27.771908,-145.184158,-85.922348,-137.419617
